tech_approval_required,requester_id,role,product,quantity,price,total
0,E2322,non-tech,Cleaning,1,206,206
1,E2321,non-tech,Desktop Computer,1,617,617
0,E2398,non-tech,Mouse,1,375,375
0,E2347,non-tech,Mouse,4,618,2472
0,E2399,non-tech,Keyboard,2,1024,2048
1,E2399,non-tech,Desktop Computer,1,57,57
0,E2337,non-tech,Cleaning,1,1151,1151
0,E2369,non-tech,Cleaning,4,1126,4504
0,E2382,non-tech,Mouse,2,871,1742
0,E2333,non-tech,Chair,3,957,2871
1,E2381,non-tech,Desktop Computer,1,428,428
0,E2321,non-tech,Keyboard,1,962,962
0,E2353,non-tech,Cleaning,1,1072,1072
0,E2329,non-tech,Desk,27,45,1215
0,E2347,non-tech,Desk,3,1182,3546
0,E2355,non-tech,Mouse,1,855,855
0,E2335,non-tech,Cleaning,4,592,2368
0,E2369,non-tech,Cleaning,1,79,79
0,E2383,non-tech,Cleaning,1,758,758
0,E2361,non-tech,Cleaning,1,213,213
0,E2342,non-tech,Mouse,1,672,672
1,E2378,non-tech,Desktop Computer,1,719,719
0,E2390,non-tech,Keyboard,1,755,755
0,E2327,non-tech,Desk,1,1122,1122
0,E2307,tech,Desktop Computer,1,986,986
0,E2380,non-tech,Cleaning,1,214,214
1,E2361,non-tech,Desktop Computer,1,986,986
1,E2375,non-tech,Desktop Computer,1,269,269
0,E2400,non-tech,Mouse,2,1050,2100
0,E2389,non-tech,Keyboard,2,363,726
0,E2390,non-tech,Keyboard,1,468,468
0,E2347,non-tech,Cleaning,2,68,136
1,E2366,non-tech,Desktop Computer,1,1062,1062
0,E2372,non-tech,Cleaning,2,611,1222
0,E2386,non-tech,Desk,1,179,179
1,E2384,non-tech,Desktop Computer,1,258,258
0,E2396,non-tech,Mouse,1,988,988
0,E2382,non-tech,Keyboard,1,938,938
0,E2346,non-tech,Cleaning,2,445,890
0,E2369,non-tech,Desk,5,964,4820
1,E2336,non-tech,Desktop Computer,1,363,363
0,E2345,non-tech,Cleaning,1,117,117
1,E2377,non-tech,Desktop Computer,1,417,417
0,E2367,non-tech,Desk,1,1178,1178
0,E2329,non-tech,Desk,3,614,1842
0,E2360,non-tech,Cleaning,3,329,987
1,E2346,non-tech,Desktop Computer,1,409,409
1,E2398,non-tech,Desktop Computer,1,743,743
0,E2390,non-tech,Mouse,4,977,3908
0,E2392,non-tech,Chair,1,300,300
1,E2350,non-tech,Desktop Computer,1,782,782
1,E2386,non-tech,Desktop Computer,1,173,173
0,E2381,non-tech,Cleaning,1,379,379
1,E2396,non-tech,Desktop Computer,1,129,129
0,E2382,non-tech,Desk,1,479,479
0,E2342,non-tech,Chair,2,1196,2392
0,E2340,non-tech,Keyboard,2,750,1500
0,E2400,non-tech,Keyboard,1,349,349
0,E2373,non-tech,Keyboard,1,1028,1028
0,E2386,non-tech,Keyboard,1,206,206
0,E2355,non-tech,Chair,1,101,101
0,E2376,non-tech,Cleaning,1,255,255
0,E2363,non-tech,Desk,1,144,144
0,E2356,non-tech,Desk,12,403,4836
0,E2378,non-tech,Keyboard,2,64,128
0,E2342,non-tech,Keyboard,1,626,626
0,E2347,non-tech,Cleaning,1,392,392
1,E2343,non-tech,Desktop Computer,1,346,346
0,E2357,non-tech,Keyboard,6,531,3186
0,E2362,non-tech,Keyboard,1,526,526
1,E2379,non-tech,Desktop Computer,1,247,247
0,E2353,non-tech,Mouse,3,818,2454
0,E2324,non-tech,Chair,2,351,702
1,E2397,non-tech,Desktop Computer,1,1008,1008
0,E2366,non-tech,Desk,2,779,1558
0,E2317,tech,Chair,1,419,419
0,E2344,non-tech,Desk,1,251,251
0,E2386,non-tech,Keyboard,3,783,2349
0,E2393,non-tech,Keyboard,1,420,420
0,E2354,non-tech,Keyboard,1,1044,1044
0,E2384,non-tech,Desk,1,977,977
0,E2318,tech,Desktop Computer,1,50,50
1,E2323,non-tech,Desktop Computer,1,392,392
0,E2343,non-tech,Cleaning,1,967,967
0,E2390,non-tech,Desk,2,455,910
0,E2387,non-tech,Desk,4,952,3808
0,E2365,non-tech,Desk,2,935,1870
0,E2384,non-tech,Keyboard,1,67,67
0,E2392,non-tech,Mouse,1,568,568
0,E2375,non-tech,Desk,4,584,2336
0,E2313,tech,Mouse,3,664,1992
1,E2365,non-tech,Desktop Computer,1,761,761
1,E2338,non-tech,Desktop Computer,1,729,729
1,E2369,non-tech,Desktop Computer,1,449,449
0,E2359,non-tech,Mouse,1,252,252
0,E2328,non-tech,Mouse,4,655,2620
0,E2374,non-tech,Keyboard,2,138,276
0,E2370,non-tech,Desk,3,433,1299
0,E2303,tech,Desk,1,45,45
0,E2326,non-tech,Keyboard,9,380,3420
0,E2331,non-tech,Keyboard,3,1001,3003
0,E2355,non-tech,Cleaning,1,238,238
0,E2356,non-tech,Keyboard,2,331,662
0,E2330,non-tech,Keyboard,3,562,1686
0,E2342,non-tech,Desk,4,1140,4560
0,E2397,non-tech,Desk,1,184,184
0,E2384,non-tech,Keyboard,2,503,1006
0,E2370,non-tech,Desk,3,273,819
0,E2341,non-tech,Keyboard,4,1069,4276
0,E2391,non-tech,Keyboard,1,1036,1036
0,E2355,non-tech,Keyboard,1,398,398
0,E2363,non-tech,Desk,4,1081,4324
0,E2327,non-tech,Keyboard,2,805,1610
0,E2330,non-tech,Keyboard,3,188,564
1,E2322,non-tech,Desktop Computer,1,149,149
0,E2348,non-tech,Cleaning,1,1001,1001
0,E2329,non-tech,Cleaning,1,383,383
0,E2399,non-tech,Desk,1,1180,1180
0,E2347,non-tech,Desk,1,710,710
0,E2351,non-tech,Desk,4,258,1032
0,E2365,non-tech,Mouse,2,155,310
1,E2325,non-tech,Laptop Computer,1,659,659
1,E2364,non-tech,Laptop Computer,1,1069,1069
0,E2321,non-tech,Mouse,4,1160,4640
0,E2325,non-tech,Mouse,1,66,66
0,E2328,non-tech,Mouse,1,1184,1184
0,E2339,non-tech,Cleaning,1,1146,1146
0,E2323,non-tech,Cleaning,2,699,1398
0,E2346,non-tech,Desk,1,999,999
0,E2318,tech,Cleaning,2,461,922
0,E2330,non-tech,Desk,1,492,492
0,E2323,non-tech,Desk,1,367,367
0,E2304,tech,Cleaning,2,786,1572
0,E2398,non-tech,Cleaning,2,1162,2324
0,E2330,non-tech,Desk,2,292,584
0,E2341,non-tech,Chair,5,120,600
0,E2350,non-tech,Desk,5,542,2710
0,E2335,non-tech,Keyboard,1,280,280
1,E2338,non-tech,Laptop Computer,1,433,433
0,E2331,non-tech,Chair,2,648,1296
0,E2380,non-tech,Mouse,1,720,720
1,E2367,non-tech,Laptop Computer,1,673,673
0,E2310,tech,Cleaning,1,391,391
0,E2377,non-tech,Chair,1,319,319
0,E2381,non-tech,Keyboard,2,83,166
0,E2392,non-tech,Mouse,1,960,960
1,E2399,non-tech,Laptop Computer,1,505,505
0,E2358,non-tech,Chair,1,798,798
0,E2332,non-tech,Cleaning,1,148,148
0,E2398,non-tech,Mouse,1,185,185
1,E2381,non-tech,Laptop Computer,1,852,852
0,E2388,non-tech,Desk,15,1167,17505
0,E2307,tech,Keyboard,1,810,810
0,E2381,non-tech,Cleaning,5,532,2660
0,E2381,non-tech,Desk,1,969,969
0,E2378,non-tech,Keyboard,3,628,1884
0,E2399,non-tech,Desk,2,372,744
0,E2358,non-tech,Desk,1,1082,1082
0,E2365,non-tech,Mouse,4,646,2584
0,E2348,non-tech,Desk,2,329,658
0,E2390,non-tech,Keyboard,3,463,1389
1,E2335,non-tech,Laptop Computer,1,117,117
0,E2359,non-tech,Desk,1,634,634
0,E2379,non-tech,Desk,4,278,1112
0,E2338,non-tech,Cleaning,3,674,2022
1,E2397,non-tech,Laptop Computer,1,1149,1149
0,E2366,non-tech,Mouse,1,520,520
0,E2300,tech,Laptop Computer,1,474,474
0,E2362,non-tech,Desk,1,796,796
0,E2329,non-tech,Mouse,1,412,412
0,E2344,non-tech,Desk,1,161,161
0,E2345,non-tech,Keyboard,2,326,652
0,E2368,non-tech,Desk,1,492,492
0,E2390,non-tech,Keyboard,1,746,746
0,E2324,non-tech,Keyboard,1,196,196
0,E2380,non-tech,Mouse,1,1043,1043
1,E2333,non-tech,Laptop Computer,1,1006,1006
1,E2326,non-tech,Laptop Computer,1,355,355
1,E2324,non-tech,Laptop Computer,1,339,339
0,E2366,non-tech,Keyboard,1,928,928
0,E2317,tech,Desk,1,281,281
0,E2375,non-tech,Desk,1,210,210
1,E2345,non-tech,Laptop Computer,1,1182,1182
0,E2368,non-tech,Chair,2,1140,2280
0,E2312,tech,Laptop Computer,1,220,220
1,E2395,non-tech,Laptop Computer,1,853,853
0,E2378,non-tech,Desk,1,621,621
0,E2391,non-tech,Keyboard,21,1052,22092
0,E2301,tech,Mouse,3,651,1953
0,E2353,non-tech,Keyboard,1,349,349
0,E2331,non-tech,Mouse,1,1176,1176
0,E2379,non-tech,Mouse,1,362,362
0,E2336,non-tech,Keyboard,2,1111,2222
0,E2398,non-tech,Keyboard,3,384,1152
1,E2326,non-tech,Laptop Computer,1,687,687
1,E2382,non-tech,Laptop Computer,1,75,75
0,E2344,non-tech,Desk,1,49,49
1,E2373,non-tech,Laptop Computer,1,131,131
0,E2338,non-tech,Keyboard,12,717,8604
0,E2321,non-tech,Mouse,2,108,216
0,E2345,non-tech,Keyboard,4,606,2424
0,E2362,non-tech,Cleaning,6,967,5802
0,E2333,non-tech,Mouse,1,936,936
0,E2360,non-tech,Desk,4,1065,4260
0,E2397,non-tech,Desk,1,512,512
1,E2373,non-tech,Laptop Computer,1,450,450
0,E2327,non-tech,Keyboard,2,259,518
0,E2396,non-tech,Cleaning,1,824,824
0,E2306,tech,Cleaning,5,742,3710
1,E2392,non-tech,Laptop Computer,1,379,379
0,E2353,non-tech,Desk,1,426,426
0,E2344,non-tech,Cleaning,2,709,1418
0,E2358,non-tech,Keyboard,2,524,1048
0,E2333,non-tech,Mouse,1,1101,1101
0,E2341,non-tech,Keyboard,22,63,1386
0,E2328,non-tech,Desk,2,335,670
0,E2375,non-tech,Desk,1,838,838
1,E2339,non-tech,Laptop Computer,1,222,222
1,E2378,non-tech,Laptop Computer,1,403,403
0,E2356,non-tech,Desk,1,526,526
1,E2383,non-tech,Laptop Computer,1,66,66
0,E2378,non-tech,Desk,1,881,881
0,E2348,non-tech,Keyboard,6,1117,6702
1,E2382,non-tech,Laptop Computer,1,92,92
0,E2335,non-tech,Cleaning,3,799,2397
0,E2346,non-tech,Cleaning,2,853,1706
0,E2336,non-tech,Chair,1,1053,1053
1,E2354,non-tech,Laptop Computer,1,309,309
1,E2328,non-tech,Laptop Computer,1,765,765
0,E2389,non-tech,Desk,4,290,1160
0,E2315,tech,Laptop Computer,1,615,615
0,E2386,non-tech,Keyboard,2,827,1654
1,E2355,non-tech,Laptop Computer,1,959,959
0,E2379,non-tech,Mouse,1,1006,1006
1,E2333,non-tech,Laptop Computer,1,861,861
0,E2398,non-tech,Chair,1,91,91
1,E2388,non-tech,Laptop Computer,1,829,829
0,E2392,non-tech,Desk,2,678,1356
1,E2388,non-tech,Laptop Computer,1,384,384
0,E2328,non-tech,Desk,5,794,3970
0,E2345,non-tech,Desk,1,781,781
0,E2349,non-tech,Desk,4,1134,4536
0,E2392,non-tech,Desk,3,410,1230
0,E2384,non-tech,Desk,3,70,210
0,E2376,non-tech,Desk,2,126,252
0,E2364,non-tech,Mouse,1,670,670
0,E2368,non-tech,Desk,1,769,769
1,E2357,non-tech,Laptop Computer,1,51,51
0,E2329,non-tech,Keyboard,2,988,1976
1,E2332,non-tech,Laptop Computer,1,602,602
0,E2353,non-tech,Keyboard,1,393,393
0,E2398,non-tech,Desk,1,1094,1094
0,E2326,non-tech,Chair,4,879,3516
0,E2361,non-tech,Desk,1,1188,1188
0,E2385,non-tech,Mouse,1,619,619
0,E2390,non-tech,Desk,4,1170,4680
0,E2369,non-tech,Keyboard,1,194,194
1,E2386,non-tech,Laptop Computer,1,574,574
0,E2357,non-tech,Cleaning,2,826,1652
0,E2377,non-tech,Cleaning,2,289,578
0,E2310,tech,Laptop Computer,1,195,195
0,E2388,non-tech,Mouse,3,898,2694
0,E2362,non-tech,Keyboard,1,713,713
0,E2380,non-tech,Keyboard,3,1193,3579
0,E2348,non-tech,Cleaning,7,371,2597
0,E2328,non-tech,Mouse,1,345,345
0,E2331,non-tech,Cleaning,1,601,601
0,E2371,non-tech,Mouse,4,422,1688
0,E2393,non-tech,Desk,1,869,869
0,E2366,non-tech,Chair,1,816,816
0,E2356,non-tech,Mouse,5,217,1085
1,E2321,non-tech,Laptop Computer,1,738,738
0,E2346,non-tech,Keyboard,2,131,262
0,E2370,non-tech,Chair,1,70,70
0,E2331,non-tech,Desk,2,1117,2234
0,E2380,non-tech,Chair,1,714,714
0,E2350,non-tech,Desk,1,1008,1008
0,E2392,non-tech,Mouse,1,301,301
0,E2306,tech,Chair,2,631,1262
0,E2348,non-tech,Desk,1,497,497
0,E2373,non-tech,Desk,4,763,3052
0,E2310,tech,Keyboard,1,1102,1102
0,E2391,non-tech,Chair,2,586,1172
0,E2393,non-tech,Desk,2,977,1954
0,E2347,non-tech,Cleaning,2,788,1576
0,E2376,non-tech,Mouse,1,439,439
0,E2364,non-tech,Mouse,1,1085,1085
0,E2350,non-tech,Mouse,1,1047,1047
0,E2382,non-tech,Keyboard,2,609,1218
0,E2335,non-tech,Chair,5,828,4140
0,E2363,non-tech,Cleaning,1,403,403
0,E2311,tech,Mouse,2,494,988
1,E2350,non-tech,Laptop Computer,1,767,767
0,E2357,non-tech,Cleaning,4,67,268
0,E2397,non-tech,Desk,2,892,1784
0,E2361,non-tech,Cleaning,4,468,1872
0,E2355,non-tech,Desk,7,348,2436
0,E2379,non-tech,Cleaning,3,256,768
0,E2384,non-tech,Mouse,3,397,1191
0,E2362,non-tech,Desk,4,459,1836
0,E2381,non-tech,Desk,1,1111,1111
0,E2343,non-tech,Keyboard,1,582,582
1,E2346,non-tech,Laptop Computer,1,147,147
0,E2351,non-tech,Mouse,4,846,3384
0,E2342,non-tech,Desk,1,630,630
0,E2333,non-tech,Cleaning,4,48,192
1,E2364,non-tech,Laptop Computer,1,121,121
1,E2353,non-tech,Laptop Computer,1,496,496
0,E2357,non-tech,Desk,2,915,1830
0,E2386,non-tech,Keyboard,1,852,852
1,E2371,non-tech,Laptop Computer,1,878,878
0,E2398,non-tech,Mouse,2,726,1452
1,E2331,non-tech,Laptop Computer,1,635,635
0,E2315,tech,Desk,3,420,1260
1,E2333,non-tech,Laptop Computer,1,185,185
0,E2348,non-tech,Mouse,1,1165,1165
0,E2352,non-tech,Keyboard,1,1077,1077
0,E2327,non-tech,Mouse,1,1097,1097
0,E2301,tech,Desk,4,195,780
1,E2365,non-tech,Laptop Computer,1,69,69
0,E2395,non-tech,Keyboard,5,447,2235
0,E2345,non-tech,Keyboard,2,1125,2250
0,E2325,non-tech,Mouse,2,236,472
0,E2357,non-tech,Cleaning,17,786,13362
0,E2370,non-tech,Mouse,4,1178,4712
0,E2387,non-tech,Desk,2,198,396
0,E2385,non-tech,Cleaning,2,595,1190
1,E2348,non-tech,Laptop Computer,1,1098,1098
0,E2340,non-tech,Desk,1,961,961
0,E2380,non-tech,Desk,2,1172,2344
1,E2383,non-tech,Laptop Computer,1,241,241
1,E2338,non-tech,Laptop Computer,1,806,806
0,E2388,non-tech,Keyboard,1,894,894
1,E2377,non-tech,Laptop Computer,1,568,568
0,E2376,non-tech,Keyboard,1,1191,1191
1,E2361,non-tech,Laptop Computer,1,180,180
1,E2330,non-tech,Laptop Computer,1,870,870
0,E2387,non-tech,Desk,1,323,323
0,E2353,non-tech,Chair,6,1009,6054
0,E2395,non-tech,Cleaning,2,600,1200
0,E2395,non-tech,Keyboard,1,1008,1008
0,E2344,non-tech,Mouse,5,413,2065
1,E2328,non-tech,Laptop Computer,1,766,766
0,E2378,non-tech,Cleaning,1,624,624
0,E2368,non-tech,Chair,1,417,417
0,E2356,non-tech,Desk,3,886,2658
0,E2398,non-tech,Desk,1,768,768
1,E2332,non-tech,Laptop Computer,1,713,713
0,E2371,non-tech,Desk,1,340,340
1,E2376,non-tech,Laptop Computer,1,722,722
0,E2399,non-tech,Keyboard,3,1180,3540
0,E2345,non-tech,Keyboard,1,307,307
1,E2367,non-tech,Laptop Computer,1,560,560
0,E2307,tech,Mouse,2,580,1160
0,E2327,non-tech,Mouse,4,899,3596
0,E2390,non-tech,Keyboard,5,989,4945
1,E2376,non-tech,Laptop Computer,1,888,888
1,E2369,non-tech,Laptop Computer,1,157,157
0,E2400,non-tech,Desk,2,966,1932
1,E2338,non-tech,Laptop Computer,1,134,134
1,E2371,non-tech,Laptop Computer,1,209,209
0,E2393,non-tech,Cleaning,2,962,1924
0,E2373,non-tech,Keyboard,5,66,330
1,E2366,non-tech,Laptop Computer,1,134,134
1,E2358,non-tech,Laptop Computer,1,520,520
0,E2397,non-tech,Cleaning,1,622,622
0,E2308,tech,Desk,3,885,2655
0,E2352,non-tech,Chair,3,946,2838
0,E2367,non-tech,Desk,2,209,418
0,E2346,non-tech,Desk,1,745,745
1,E2393,non-tech,Laptop Computer,1,705,705
0,E2330,non-tech,Keyboard,1,984,984
0,E2357,non-tech,Desk,2,1088,2176
1,E2351,non-tech,Laptop Computer,1,1132,1132
0,E2369,non-tech,Mouse,4,867,3468
1,E2390,non-tech,Laptop Computer,1,605,605
0,E2345,non-tech,Desk,3,225,675
1,E2366,non-tech,Laptop Computer,1,762,762
1,E2370,non-tech,Laptop Computer,1,697,697
0,E2395,non-tech,Desk,1,956,956
0,E2370,non-tech,Cleaning,2,825,1650
0,E2386,non-tech,Chair,1,1020,1020
0,E2361,non-tech,Desk,1,676,676
0,E2322,non-tech,Keyboard,4,805,3220
1,E2360,non-tech,Laptop Computer,1,335,335
0,E2325,non-tech,Keyboard,1,962,962
0,E2345,non-tech,Cleaning,3,712,2136
1,E2395,non-tech,Laptop Computer,1,478,478
0,E2398,non-tech,Keyboard,1,160,160
0,E2343,non-tech,Cleaning,2,778,1556
0,E2361,non-tech,Desk,1,167,167
1,E2364,non-tech,Laptop Computer,1,116,116
1,E2357,non-tech,Laptop Computer,1,1132,1132
0,E2330,non-tech,Keyboard,2,804,1608
0,E2384,non-tech,Desk,3,270,810
0,E2343,non-tech,Mouse,1,236,236
